"subject"	"activityData"	"feature"	"mean"
10	"Sitting"	"MeantBodyAccX"	0.270612056481481
10	"Standing"	"MeantBodyAccX"	0.276650300681818
10	"Walking"	"MeantBodyAccX"	0.278574076603774
10	"Walking Downstairs"	"MeantBodyAccX"	0.290401594315789
10	"Walking Upstairs"	"MeantBodyAccX"	0.267121853404255
11	"Laying"	"MeantBodyAccX"	0.280592970877193
11	"Sitting"	"MeantBodyAccX"	0.276590197358491
11	"Standing"	"MeantBodyAccX"	0.277715562765957
11	"Walking"	"MeantBodyAccX"	0.271821892881356
11	"Walking Downstairs"	"MeantBodyAccX"	0.291605631956522
11	"Walking Upstairs"	"MeantBodyAccX"	0.263775859277778
12	"Laying"	"MeantBodyAccX"	0.260113433
12	"Sitting"	"MeantBodyAccX"	0.275007224901961
12	"Standing"	"MeantBodyAccX"	0.277405834918033
12	"Walking"	"MeantBodyAccX"	0.2771286656
12	"Walking Downstairs"	"MeantBodyAccX"	0.281521097391304
12	"Walking Upstairs"	"MeantBodyAccX"	0.272970338653846
13	"Laying"	"MeantBodyAccX"	0.276716360483871
13	"Sitting"	"MeantBodyAccX"	0.274328499591837
13	"Standing"	"MeantBodyAccX"	0.277758431052632
13	"Walking"	"MeantBodyAccX"	0.275883130350877
13	"Walking Downstairs"	"MeantBodyAccX"	0.294907553404255
13	"Walking Upstairs"	"MeantBodyAccX"	0.258203939581818
14	"Laying"	"MeantBodyAccX"	0.233275439803922
14	"Sitting"	"MeantBodyAccX"	0.279990577037037
14	"Standing"	"MeantBodyAccX"	0.280545613833333
14	"Walking"	"MeantBodyAccX"	0.271959598644068
14	"Walking Downstairs"	"MeantBodyAccX"	0.293422115555556
14	"Walking Upstairs"	"MeantBodyAccX"	0.26242106612963
15	"Laying"	"MeantBodyAccX"	0.2894756525
15	"Sitting"	"MeantBodyAccX"	0.27290337979661
15	"Standing"	"MeantBodyAccX"	0.278915803962264
15	"Walking"	"MeantBodyAccX"	0.273899207962963
15	"Walking Downstairs"	"MeantBodyAccX"	0.280198851190476
15	"Walking Upstairs"	"MeantBodyAccX"	0.270187595833333
16	"Laying"	"MeantBodyAccX"	0.274227162571429
16	"Sitting"	"MeantBodyAccX"	0.280768574492754
16	"Standing"	"MeantBodyAccX"	0.283497402948718
16	"Walking"	"MeantBodyAccX"	0.276023564509804
16	"Walking Downstairs"	"MeantBodyAccX"	0.295586802191489
16	"Walking Upstairs"	"MeantBodyAccX"	0.255986102627451
17	"Laying"	"MeantBodyAccX"	0.269780085577465
17	"Sitting"	"MeantBodyAccX"	0.2773570196875
17	"Standing"	"MeantBodyAccX"	0.277942503333333
17	"Walking"	"MeantBodyAccX"	0.272341855245902
17	"Walking Downstairs"	"MeantBodyAccX"	0.29391828326087
17	"Walking Upstairs"	"MeantBodyAccX"	0.252604768583333
18	"Laying"	"MeantBodyAccX"	0.274691576923077
18	"Sitting"	"MeantBodyAccX"	0.27727001877193
18	"Standing"	"MeantBodyAccX"	0.278458805890411
18	"Walking"	"MeantBodyAccX"	0.273887758571429
18	"Walking Downstairs"	"MeantBodyAccX"	0.288439468909091
18	"Walking Upstairs"	"MeantBodyAccX"	0.265401201896552
19	"Laying"	"MeantBodyAccX"	0.272653733493976
19	"Sitting"	"MeantBodyAccX"	0.273830316164384
19	"Standing"	"MeantBodyAccX"	0.27817226
19	"Walking"	"MeantBodyAccX"	0.273931172307692
19	"Walking Downstairs"	"MeantBodyAccX"	0.262688053871795
19	"Walking Upstairs"	"MeantBodyAccX"	0.242118808925
20	"Laying"	"MeantBodyAccX"	0.239507882205882
20	"Sitting"	"MeantBodyAccX"	0.278045439090909
20	"Standing"	"MeantBodyAccX"	0.278076904657534
20	"Walking"	"MeantBodyAccX"	0.272589336470588
20	"Walking Downstairs"	"MeantBodyAccX"	0.296144421355556
20	"Walking Upstairs"	"MeantBodyAccX"	0.252098317156863
21	"Laying"	"MeantBodyAccX"	0.271325472455556
21	"Sitting"	"MeantBodyAccX"	0.277539616823529
21	"Standing"	"MeantBodyAccX"	0.27695224258427
21	"Walking"	"MeantBodyAccX"	0.279183526730769
21	"Walking Downstairs"	"MeantBodyAccX"	0.3014610196
21	"Walking Upstairs"	"MeantBodyAccX"	0.265194544680851
22	"Laying"	"MeantBodyAccX"	0.279959721194444
22	"Sitting"	"MeantBodyAccX"	0.273583822709677
22	"Standing"	"MeantBodyAccX"	0.279053861587302
22	"Walking"	"MeantBodyAccX"	0.27886459
22	"Walking Downstairs"	"MeantBodyAccX"	0.284458963861111
22	"Walking Upstairs"	"MeantBodyAccX"	0.248391534566667
23	"Laying"	"MeantBodyAccX"	0.274038007986111
23	"Sitting"	"MeantBodyAccX"	0.273351251617647
23	"Standing"	"MeantBodyAccX"	0.277899323235294
23	"Walking"	"MeantBodyAccX"	0.273211884237288
23	"Walking Downstairs"	"MeantBodyAccX"	0.289897411148148
23	"Walking Upstairs"	"MeantBodyAccX"	0.249995171031373
24	"Laying"	"MeantBodyAccX"	0.272850494930556
24	"Sitting"	"MeantBodyAccX"	0.273475690147059
24	"Standing"	"MeantBodyAccX"	0.280348883913043
24	"Walking"	"MeantBodyAccX"	0.276980816034483
24	"Walking Downstairs"	"MeantBodyAccX"	0.288631208909091
24	"Walking Upstairs"	"MeantBodyAccX"	0.269881106779661
25	"Laying"	"MeantBodyAccX"	0.250791828613699
25	"Sitting"	"MeantBodyAccX"	0.278541482461538
25	"Standing"	"MeantBodyAccX"	0.278013701621622
25	"Walking"	"MeantBodyAccX"	0.278992759054054
25	"Walking Downstairs"	"MeantBodyAccX"	0.291329666206897
25	"Walking Upstairs"	"MeantBodyAccX"	0.277995411384615
26	"Laying"	"MeantBodyAccX"	0.271645864540789
26	"Sitting"	"MeantBodyAccX"	0.258243530166667
26	"Standing"	"MeantBodyAccX"	0.281127035405405
26	"Walking"	"MeantBodyAccX"	0.279264443728814
26	"Walking Downstairs"	"MeantBodyAccX"	0.2792845828
26	"Walking Upstairs"	"MeantBodyAccX"	0.272691394545455
27	"Laying"	"MeantBodyAccX"	0.274102492432432
27	"Sitting"	"MeantBodyAccX"	0.273941302571429
27	"Standing"	"MeantBodyAccX"	0.279566921625
27	"Walking"	"MeantBodyAccX"	0.276849485438596
27	"Walking Downstairs"	"MeantBodyAccX"	0.2975441875
27	"Walking Upstairs"	"MeantBodyAccX"	0.265770253921569
28	"Laying"	"MeantBodyAccX"	0.2759134825
28	"Sitting"	"MeantBodyAccX"	0.276977629444444
28	"Standing"	"MeantBodyAccX"	0.277795069113924
28	"Walking"	"MeantBodyAccX"	0.281228223888889
28	"Walking Downstairs"	"MeantBodyAccX"	0.293642076521739
28	"Walking Upstairs"	"MeantBodyAccX"	0.262005841764706
29	"Laying"	"MeantBodyAccX"	0.287295196811594
29	"Sitting"	"MeantBodyAccX"	0.2771799775
29	"Standing"	"MeantBodyAccX"	0.277965065846154
29	"Walking"	"MeantBodyAccX"	0.271999916792453
29	"Walking Downstairs"	"MeantBodyAccX"	0.293140441083333
29	"Walking Upstairs"	"MeantBodyAccX"	0.265423066877551
30	"Laying"	"MeantBodyAccX"	0.281033900571429
30	"Sitting"	"MeantBodyAccX"	0.268336081379032
30	"Standing"	"MeantBodyAccX"	0.277112699152542
30	"Walking"	"MeantBodyAccX"	0.276406758
30	"Walking Downstairs"	"MeantBodyAccX"	0.283190646967742
30	"Walking Upstairs"	"MeantBodyAccX"	0.271415642261538
1	"Laying"	"MeantBodyAccY"	-0.0405139534294
1	"Sitting"	"MeantBodyAccY"	-0.00130828765170213
1	"Standing"	"MeantBodyAccY"	-0.0161375901037736
1	"Walking"	"MeantBodyAccY"	-0.0173838185273684
1	"Walking Downstairs"	"MeantBodyAccY"	-0.00991850461020408
1	"Walking Upstairs"	"MeantBodyAccY"	-0.0239531492643396
2	"Laying"	"MeantBodyAccY"	-0.0181587397583333
2	"Sitting"	"MeantBodyAccY"	-0.0156879937282609
2	"Standing"	"MeantBodyAccY"	-0.0184208270166667
2	"Walking"	"MeantBodyAccY"	-0.0185949199145763
2	"Walking Downstairs"	"MeantBodyAccY"	-0.0226614158361702
2	"Walking Upstairs"	"MeantBodyAccY"	-0.0214121132045833
3	"Laying"	"MeantBodyAccY"	-0.0189556785048387
3	"Sitting"	"MeantBodyAccY"	-0.00350299841730769
3	"Standing"	"MeantBodyAccY"	-0.0143376555065574
3	"Walking"	"MeantBodyAccY"	-0.0171767844203448
3	"Walking Downstairs"	"MeantBodyAccY"	-0.0193554079328571
3	"Walking Upstairs"	"MeantBodyAccY"	-0.0324109410555932
4	"Laying"	"MeantBodyAccY"	-0.0150031841055556
4	"Sitting"	"MeantBodyAccY"	-0.007163065158
4	"Standing"	"MeantBodyAccY"	-0.00948911098553571
4	"Walking"	"MeantBodyAccY"	-0.0148399475341667
4	"Walking Downstairs"	"MeantBodyAccY"	-0.00980200850666667
4	"Walking Upstairs"	"MeantBodyAccY"	-0.0319804295729615
5	"Laying"	"MeantBodyAccY"	-0.0183042123269231
5	"Sitting"	"MeantBodyAccY"	-0.00990083527045455
5	"Standing"	"MeantBodyAccY"	-0.00700418554517857
5	"Walking"	"MeantBodyAccY"	-0.0172850317482679
5	"Walking Downstairs"	"MeantBodyAccY"	-0.00850107533191489
5	"Walking Upstairs"	"MeantBodyAccY"	-0.0325269755153191
6	"Laying"	"MeantBodyAccY"	-0.0102529170561404
6	"Sitting"	"MeantBodyAccY"	-0.0145911615290909
6	"Standing"	"MeantBodyAccY"	-0.0181236327175439
6	"Walking"	"MeantBodyAccY"	-0.0168954189082456
6	"Walking Downstairs"	"MeantBodyAccY"	-0.019536840063125
6	"Walking Upstairs"	"MeantBodyAccY"	-0.0272425385070588
7	"Laying"	"MeantBodyAccY"	-0.0204411516884615
7	"Sitting"	"MeantBodyAccY"	-0.01461097580375
7	"Standing"	"MeantBodyAccY"	-0.0145740341037736
7	"Walking"	"MeantBodyAccY"	-0.018653665345614
7	"Walking Downstairs"	"MeantBodyAccY"	-0.0166332372978723
7	"Walking Upstairs"	"MeantBodyAccY"	-0.0275639005607843
8	"Laying"	"MeantBodyAccY"	-0.0212281733881481
8	"Sitting"	"MeantBodyAccY"	-0.00672550621304348
8	"Standing"	"MeantBodyAccY"	-0.0148113067148148
8	"Walking"	"MeantBodyAccY"	-0.0186628865310417
8	"Walking Downstairs"	"MeantBodyAccY"	-0.0211058674973684
8	"Walking Upstairs"	"MeantBodyAccY"	-0.0282415136341463
9	"Laying"	"MeantBodyAccY"	-0.020526821662
9	"Sitting"	"MeantBodyAccY"	-0.02701677698
9	"Standing"	"MeantBodyAccY"	-0.0200454954022222
9	"Walking"	"MeantBodyAccY"	-0.0180891971284423
9	"Walking Downstairs"	"MeantBodyAccY"	-0.0203994269075476
9	"Walking Upstairs"	"MeantBodyAccY"	-0.0195101099975714
10	"Laying"	"MeantBodyAccY"	-0.024294484137931
10	"Sitting"	"MeantBodyAccY"	-0.015042681852037
10	"Standing"	"MeantBodyAccY"	-0.0155418603409091
10	"Walking"	"MeantBodyAccY"	-0.017022351190566
10	"Walking Downstairs"	"MeantBodyAccY"	-0.0200050770710526
10	"Walking Upstairs"	"MeantBodyAccY"	-0.0143854920340426
11	"Laying"	"MeantBodyAccY"	-0.0176598052315789
11	"Sitting"	"MeantBodyAccY"	-0.0149195616754717
11	"Standing"	"MeantBodyAccY"	-0.0171990886595745
11	"Walking"	"MeantBodyAccY"	-0.0166475833623729
11	"Walking Downstairs"	"MeantBodyAccY"	-0.0178097721219565
11	"Walking Upstairs"	"MeantBodyAccY"	-0.0303157822055556
12	"Laying"	"MeantBodyAccY"	-0.0175203917146667
12	"Sitting"	"MeantBodyAccY"	-0.0157892988523529
12	"Standing"	"MeantBodyAccY"	-0.0169002543196721
12	"Walking"	"MeantBodyAccY"	-0.015560927606
12	"Walking Downstairs"	"MeantBodyAccY"	-0.018084266865793
12	"Walking Upstairs"	"MeantBodyAccY"	-0.0263574903403846
13	"Laying"	"MeantBodyAccY"	-0.020440454366129
13	"Sitting"	"MeantBodyAccY"	-0.00587732936326531
13	"Standing"	"MeantBodyAccY"	-0.0167891993964912
13	"Walking"	"MeantBodyAccY"	-0.0185660651947368
13	"Walking Downstairs"	"MeantBodyAccY"	-0.0143723839108511
13	"Walking Upstairs"	"MeantBodyAccY"	-0.0277392253910909
14	"Laying"	"MeantBodyAccY"	-0.0113424652490196
14	"Sitting"	"MeantBodyAccY"	-0.00870565463888889
14	"Standing"	"MeantBodyAccY"	-0.01520781344
14	"Walking"	"MeantBodyAccY"	-0.0217785380966102
14	"Walking Downstairs"	"MeantBodyAccY"	-0.0200141413657778
14	"Walking Upstairs"	"MeantBodyAccY"	-0.0204388180024074
15	"Laying"	"MeantBodyAccY"	-0.0166296542054167
15	"Sitting"	"MeantBodyAccY"	-0.0117188472271186
15	"Standing"	"MeantBodyAccY"	-0.0183516360396226
15	"Walking"	"MeantBodyAccY"	-0.0170809740090741
15	"Walking Downstairs"	"MeantBodyAccY"	-0.00563047804309524
15	"Walking Upstairs"	"MeantBodyAccY"	-0.0287523860708333
16	"Laying"	"MeantBodyAccY"	-0.0166103510562857
16	"Sitting"	"MeantBodyAccY"	-0.0102497939956522
16	"Standing"	"MeantBodyAccY"	-0.0165999672935897
16	"Walking"	"MeantBodyAccY"	-0.0204286929452941
16	"Walking Downstairs"	"MeantBodyAccY"	-0.0183898583787234
16	"Walking Upstairs"	"MeantBodyAccY"	-0.0143654945011765
17	"Laying"	"MeantBodyAccY"	-0.0168462006729577
17	"Sitting"	"MeantBodyAccY"	-0.014156274084375
17	"Standing"	"MeantBodyAccY"	-0.0174120064169231
17	"Walking"	"MeantBodyAccY"	-0.0184875403339344
17	"Walking Downstairs"	"MeantBodyAccY"	-0.0167359404347826
17	"Walking Upstairs"	"MeantBodyAccY"	-0.0228645614308333
18	"Laying"	"MeantBodyAccY"	-0.0173937684615385
18	"Sitting"	"MeantBodyAccY"	-0.0128691279736842
18	"Standing"	"MeantBodyAccY"	-0.0166353518150685
18	"Walking"	"MeantBodyAccY"	-0.0178023631866071
18	"Walking Downstairs"	"MeantBodyAccY"	-0.0168666920221818
18	"Walking Upstairs"	"MeantBodyAccY"	-0.0222060684378914
19	"Laying"	"MeantBodyAccY"	-0.0171426864421687
19	"Sitting"	"MeantBodyAccY"	-0.016739260030137
19	"Standing"	"MeantBodyAccY"	-0.0154244056945205
19	"Walking"	"MeantBodyAccY"	-0.0191773587903846
19	"Walking Downstairs"	"MeantBodyAccY"	-0.0145942275069487
19	"Walking Upstairs"	"MeantBodyAccY"	-0.0303986615775
20	"Laying"	"MeantBodyAccY"	-0.0144406281132353
20	"Sitting"	"MeantBodyAccY"	-0.0147229305131818
20	"Standing"	"MeantBodyAccY"	-0.0180695049161644
20	"Walking"	"MeantBodyAccY"	-0.021199992245098
20	"Walking Downstairs"	"MeantBodyAccY"	-0.00964120773155556
20	"Walking Upstairs"	"MeantBodyAccY"	-0.0282258047588235
21	"Laying"	"MeantBodyAccY"	-0.0184233048415556
21	"Sitting"	"MeantBodyAccY"	-0.0144009705494118
21	"Standing"	"MeantBodyAccY"	-0.0167084730205618
21	"Walking"	"MeantBodyAccY"	-0.0181610317526923
21	"Walking Downstairs"	"MeantBodyAccY"	-0.0173195390157778
21	"Walking Upstairs"	"MeantBodyAccY"	-0.0237218695148936
22	"Laying"	"MeantBodyAccY"	-0.0142629864502778
22	"Sitting"	"MeantBodyAccY"	-0.0123468446419355
22	"Standing"	"MeantBodyAccY"	-0.0158563207496825
22	"Walking"	"MeantBodyAccY"	-0.0167213607957174
22	"Walking Downstairs"	"MeantBodyAccY"	-0.0197999371686389
22	"Walking Upstairs"	"MeantBodyAccY"	-0.0268622561133333
23	"Laying"	"MeantBodyAccY"	-0.0216553835833333
23	"Sitting"	"MeantBodyAccY"	-0.0133945015676471
23	"Standing"	"MeantBodyAccY"	-0.0177475547867647
23	"Walking"	"MeantBodyAccY"	-0.0183618711932203
23	"Walking Downstairs"	"MeantBodyAccY"	-0.0162111457238889
23	"Walking Upstairs"	"MeantBodyAccY"	-0.0323844029237255
24	"Laying"	"MeantBodyAccY"	-0.0173555210111111
24	"Sitting"	"MeantBodyAccY"	-0.0131255097938235
24	"Standing"	"MeantBodyAccY"	-0.0144785340348986
24	"Walking"	"MeantBodyAccY"	-0.0225446400534483
24	"Walking Downstairs"	"MeantBodyAccY"	-0.0145730348310909
24	"Walking Upstairs"	"MeantBodyAccY"	-0.0251979434569492
25	"Laying"	"MeantBodyAccY"	-0.0188943663671233
25	"Sitting"	"MeantBodyAccY"	-0.0147696808030769
25	"Standing"	"MeantBodyAccY"	-0.0163569730274324
25	"Walking"	"MeantBodyAccY"	-0.0186477624716216
25	"Walking Downstairs"	"MeantBodyAccY"	-0.0210170522987931
25	"Walking Upstairs"	"MeantBodyAccY"	-0.0269863524264615
26	"Laying"	"MeantBodyAccY"	-0.0191895728026316
26	"Sitting"	"MeantBodyAccY"	-0.00713364541358974
26	"Standing"	"MeantBodyAccY"	-0.0166608306652703
26	"Walking"	"MeantBodyAccY"	-0.0154259586949153
26	"Walking Downstairs"	"MeantBodyAccY"	-0.01262580966778
26	"Walking Upstairs"	"MeantBodyAccY"	-0.0281633797398182
27	"Laying"	"MeantBodyAccY"	-0.0179867611216216
27	"Sitting"	"MeantBodyAccY"	-0.0155269799285714
27	"Standing"	"MeantBodyAccY"	-0.016593236445
27	"Walking"	"MeantBodyAccY"	-0.0166478783221912
27	"Walking Downstairs"	"MeantBodyAccY"	-0.0135564467159091
27	"Walking Upstairs"	"MeantBodyAccY"	-0.0200953324078431
28	"Laying"	"MeantBodyAccY"	-0.0167537858225
28	"Sitting"	"MeantBodyAccY"	-0.0185404441258333
28	"Standing"	"MeantBodyAccY"	-0.0172635124672152
28	"Walking"	"MeantBodyAccY"	-0.0156759722981481
28	"Walking Downstairs"	"MeantBodyAccY"	-0.0220230465913043
28	"Walking Upstairs"	"MeantBodyAccY"	-0.0279443943478431
29	"Laying"	"MeantBodyAccY"	-0.0171965484202899
29	"Sitting"	"MeantBodyAccY"	-0.016630680375
29	"Standing"	"MeantBodyAccY"	-0.0172605869061538
29	"Walking"	"MeantBodyAccY"	-0.0162915600588679
29	"Walking Downstairs"	"MeantBodyAccY"	-0.01494121505625
29	"Walking Upstairs"	"MeantBodyAccY"	-0.0299465312326531
30	"Laying"	"MeantBodyAccY"	-0.0194494098614286
30	"Sitting"	"MeantBodyAccY"	-0.00804731295322581
30	"Standing"	"MeantBodyAccY"	-0.0170163887813559
30	"Walking"	"MeantBodyAccY"	-0.0175880385730769
30	"Walking Downstairs"	"MeantBodyAccY"	-0.0174383900204839
30	"Walking Upstairs"	"MeantBodyAccY"	-0.0253311698786154
1	"Laying"	"MeantBodyAccZ"	-0.11320355358
1	"Sitting"	"MeantBodyAccZ"	-0.104544182255319
1	"Standing"	"MeantBodyAccZ"	-0.110601817735849
1	"Walking"	"MeantBodyAccZ"	-0.111148103547368
1	"Walking Downstairs"	"MeantBodyAccZ"	-0.107566190908163
1	"Walking Upstairs"	"MeantBodyAccZ"	-0.0973020020943396
2	"Laying"	"MeantBodyAccZ"	-0.107245610416667
2	"Sitting"	"MeantBodyAccZ"	-0.109218272456522
2	"Standing"	"MeantBodyAccZ"	-0.105908536055556
2	"Walking"	"MeantBodyAccZ"	-0.105500357966102
2	"Walking Downstairs"	"MeantBodyAccZ"	-0.116812942382979
2	"Walking Upstairs"	"MeantBodyAccZ"	-0.152513899520833
3	"Laying"	"MeantBodyAccZ"	-0.101300477506452
3	"Sitting"	"MeantBodyAccZ"	-0.0983579203269231
3	"Standing"	"MeantBodyAccZ"	-0.101621722633148
3	"Walking"	"MeantBodyAccZ"	-0.112674859827586
3	"Walking Downstairs"	"MeantBodyAccZ"	-0.116139842908163
3	"Walking Upstairs"	"MeantBodyAccZ"	-0.110064863437288
4	"Laying"	"MeantBodyAccZ"	-0.110688150314815
4	"Sitting"	"MeantBodyAccZ"	-0.10587459588
4	"Standing"	"MeantBodyAccZ"	-0.0961574905535714
4	"Walking"	"MeantBodyAccZ"	-0.11140306485
4	"Walking Downstairs"	"MeantBodyAccZ"	-0.1067775246
4	"Walking Upstairs"	"MeantBodyAccZ"	-0.114219455519231
5	"Laying"	"MeantBodyAccZ"	-0.107937603673077
5	"Sitting"	"MeantBodyAccZ"	-0.108540300265909
5	"Standing"	"MeantBodyAccZ"	-0.102171095696429
5	"Walking"	"MeantBodyAccZ"	-0.107741776464286
5	"Walking Downstairs"	"MeantBodyAccZ"	-0.100319930659574
5	"Walking Upstairs"	"MeantBodyAccZ"	-0.107471453914894
6	"Laying"	"MeantBodyAccZ"	-0.133119570368421
6	"Sitting"	"MeantBodyAccZ"	-0.110127728709091
6	"Standing"	"MeantBodyAccZ"	-0.112172831947368
6	"Walking"	"MeantBodyAccZ"	-0.110303165877193
6	"Walking Downstairs"	"MeantBodyAccZ"	-0.107209356208333
6	"Walking Upstairs"	"MeantBodyAccZ"	-0.122082438784314
7	"Laying"	"MeantBodyAccZ"	-0.101361036576923
7	"Sitting"	"MeantBodyAccZ"	-0.122464597625
7	"Standing"	"MeantBodyAccZ"	-0.0997778303207547
7	"Walking"	"MeantBodyAccZ"	-0.110912234947368
7	"Walking Downstairs"	"MeantBodyAccZ"	-0.096938308587234
7	"Walking Upstairs"	"MeantBodyAccZ"	-0.143769688803922
8	"Laying"	"MeantBodyAccZ"	-0.102245365611111
8	"Sitting"	"MeantBodyAccZ"	-0.104461049130435
8	"Standing"	"MeantBodyAccZ"	-0.106114996837037
8	"Walking"	"MeantBodyAccZ"	-0.107252090833333
8	"Walking Downstairs"	"MeantBodyAccZ"	-0.107598135394737
8	"Walking Upstairs"	"MeantBodyAccZ"	-0.11512211995122
9	"Laying"	"MeantBodyAccZ"	-0.10754972144
9	"Sitting"	"MeantBodyAccZ"	-0.07537846886
9	"Standing"	"MeantBodyAccZ"	-0.0952747481333333
9	"Walking"	"MeantBodyAccZ"	-0.110820512307692
9	"Walking Downstairs"	"MeantBodyAccZ"	-0.0910278793952381
9	"Walking Upstairs"	"MeantBodyAccZ"	-0.125219003959184
10	"Laying"	"MeantBodyAccZ"	-0.117168642362069
10	"Sitting"	"MeantBodyAccZ"	-0.104253238796296
10	"Standing"	"MeantBodyAccZ"	-0.107964083931818
10	"Walking"	"MeantBodyAccZ"	-0.109057512132075
10	"Walking Downstairs"	"MeantBodyAccZ"	-0.110848597247368
10	"Walking Upstairs"	"MeantBodyAccZ"	-0.118180420834043
11	"Laying"	"MeantBodyAccZ"	-0.108786578070175
11	"Sitting"	"MeantBodyAccZ"	-0.112840218339623
11	"Standing"	"MeantBodyAccZ"	-0.108686630425532
11	"Walking"	"MeantBodyAccZ"	-0.106096304033898
11	"Walking Downstairs"	"MeantBodyAccZ"	-0.111070149978261
11	"Walking Upstairs"	"MeantBodyAccZ"	-0.106797216481481
12	"Laying"	"MeantBodyAccZ"	-0.108160125666667
12	"Sitting"	"MeantBodyAccZ"	-0.106307228960784
12	"Standing"	"MeantBodyAccZ"	-0.105526999754098
12	"Walking"	"MeantBodyAccZ"	-0.10316110632
12	"Walking Downstairs"	"MeantBodyAccZ"	-0.10955593226087
12	"Walking Upstairs"	"MeantBodyAccZ"	-0.107339730115385
13	"Laying"	"MeantBodyAccZ"	-0.104331864532258
13	"Sitting"	"MeantBodyAccZ"	-0.0972465110836735
13	"Standing"	"MeantBodyAccZ"	-0.112124137754386
13	"Walking"	"MeantBodyAccZ"	-0.111431456192982
13	"Walking Downstairs"	"MeantBodyAccZ"	-0.101993941531915
13	"Walking Upstairs"	"MeantBodyAccZ"	-0.125767265890909
14	"Laying"	"MeantBodyAccZ"	-0.0868333315509804
14	"Sitting"	"MeantBodyAccZ"	-0.100401490425926
14	"Standing"	"MeantBodyAccZ"	-0.103817701790667
14	"Walking"	"MeantBodyAccZ"	-0.106756369135593
14	"Walking Downstairs"	"MeantBodyAccZ"	-0.0928330165533333
14	"Walking Upstairs"	"MeantBodyAccZ"	-0.112279688983333
15	"Laying"	"MeantBodyAccZ"	-0.118530240291667
15	"Sitting"	"MeantBodyAccZ"	-0.11366125320339
15	"Standing"	"MeantBodyAccZ"	-0.105910832679245
15	"Walking"	"MeantBodyAccZ"	-0.107621819518519
15	"Walking Downstairs"	"MeantBodyAccZ"	-0.110526066428571
15	"Walking Upstairs"	"MeantBodyAccZ"	-0.116952464895833
16	"Laying"	"MeantBodyAccZ"	-0.107310493242857
